Community,General habitat,Description,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,Log10CRBR,Source
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Enallagma cyathigerum,2,0.000270283,0.00000728,-3.568181269,-5.137799425,-1.569618156,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Hydroporus erythrocephalus,2,0.000270283,0.00000474,-3.568181269,-5.323985335,-1.755804065,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Procladius sagittalis,2,0.000270283,0.00000441,-3.568181269,-5.35531725,-1.787135981,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Other Chironomidae spp.,2,0.000270283,0.00000382,-3.568181269,-5.417640008,-1.849458739,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Tanytarsus bruchonidae,2,0.000270283,0.0000013,-3.568181269,-5.886651705,-2.318470435,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Corynoneura scutellata,2,0.000270283,0.000000859,-3.568181269,-6.065897139,-2.49771587,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Enchytraidae sp. (spp.?),2,0.000270283,0.00000006,-3.568181269,-7.22184875,-3.65366748,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Acanthocyclops vernalis,2,0.000270283,6.41E-08,-3.568181269,-7.193398829,-3.62521756,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Scapaloberis mucronata,3,0.000270283,3.21E-08,-3.568181269,-7.493000073,-3.924818804,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Aeshna juncea,Chydorus latus,3,0.000270283,5.85E-09,-3.568181269,-8.232584377,-4.664403108,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Lumbriculus variegatus,2,0.0000612,0.000008,-4.213227289,-5.096910013,-0.883682724,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Corixa dentipes,2,0.0000612,0.0000967,-4.213227289,-4.014627423,0.198599866,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Corixa punctata,2,0.0000612,0.0000928,-4.213227289,-4.032546568,0.180680721,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Limnephilus marmoratus,2,0.0000612,0.0000808,-4.213227289,-4.09281337,0.12041392,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Sialis lutaria,2,0.0000612,0.0000525,-4.213227289,-4.27969761,-0.06647032,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Agabus sturmii,2,0.0000612,0.0000282,-4.213227289,-4.549421446,-0.336194156,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Arctocorisa germari,2,0.0000612,0.0000218,-4.213227289,-4.661431959,-0.448204669,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Hesperocorixa sahlbergi,2,0.0000612,0.0000214,-4.213227289,-4.669306258,-0.456078968,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Hesperocorixa linnei,2,0.0000612,0.0000206,-4.213227289,-4.685220876,-0.471993587,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Callicorixa praeusta,2,0.0000612,0.0000199,-4.213227289,-4.70136085,-0.488133561,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Chironomus dorsalis,2,0.0000612,0.0000147,-4.213227289,-4.832133497,-0.618906208,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Sigara semistriata,2,0.0000612,0.0000122,-4.213227289,-4.91533437,-0.702107081,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Holocentropus picicornis,2,0.0000612,0.0000106,-4.213227289,-4.973699675,-0.760472385,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Glyptotendipes pallens,2,0.0000612,0.00000773,-4.213227289,-5.111857588,-0.898630299,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Enallagma cyathigerum,2,0.0000612,0.00000728,-4.213227289,-5.137799425,-0.924572136,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Hydroporus erythrocephalus,2,0.0000612,0.00000474,-4.213227289,-5.323985335,-1.110758045,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Procladius sagittalis,2,0.0000612,0.00000441,-4.213227289,-5.35531725,-1.142089961,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Other Chironomidae spp.,2,0.0000612,0.00000382,-4.213227289,-5.417640008,-1.204412719,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Tanytarsus bruchonidae,2,0.0000612,0.0000013,-4.213227289,-5.886651705,-1.673424415,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Corynoneura scutellata,2,0.0000612,0.000000859,-4.213227289,-6.065897139,-1.852669849,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Enchytraidae sp. (spp.?),2,0.0000612,0.00000006,-4.213227289,-7.22184875,-3.00862146,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Acanthocyclops vernalis,2,0.0000612,6.41E-08,-4.213227289,-7.193398829,-2.98017154,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus bipustulatus,Scapaloberis mucronata,3,0.0000612,3.21E-08,-4.213227289,-7.493000073,-3.279772783,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Lumbriculus variegatus,2,0.0000282,0.000008,-4.549421446,-5.096910013,-0.547488567,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Corixa dentipes,2,0.0000282,0.0000967,-4.549421446,-4.014627423,0.534794023,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Corixa punctata,2,0.0000282,0.0000928,-4.549421446,-4.032546568,0.516874878,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Limnephilus marmoratus,2,0.0000282,0.0000808,-4.549421446,-4.09281337,0.456608076,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Sialis lutaria,2,0.0000282,0.0000525,-4.549421446,-4.27969761,0.269723836,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Arctocorisa germari,2,0.0000282,0.0000218,-4.549421446,-4.661431959,-0.112010513,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Hesperocorixa sahlbergi,2,0.0000282,0.0000214,-4.549421446,-4.669306258,-0.119884812,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Hesperocorixa linnei,2,0.0000282,0.0000206,-4.549421446,-4.685220876,-0.13579943,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Callicorixa praeusta,2,0.0000282,0.0000199,-4.549421446,-4.70136085,-0.151939404,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Chironomus dorsalis,2,0.0000282,0.0000147,-4.549421446,-4.832133497,-0.282712051,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Sigara semistriata,2,0.0000282,0.0000122,-4.549421446,-4.91533437,-0.365912925,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Holocentropus picicornis,2,0.0000282,0.0000106,-4.549421446,-4.973699675,-0.424278229,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Glyptotendipes pallens,2,0.0000282,0.00000773,-4.549421446,-5.111857588,-0.562436143,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Enallagma cyathigerum,2,0.0000282,0.00000728,-4.549421446,-5.137799425,-0.58837798,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Hydroporus erythrocephalus,2,0.0000282,0.00000474,-4.549421446,-5.323985335,-0.774563889,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Procladius sagittalis,2,0.0000282,0.00000441,-4.549421446,-5.35531725,-0.805895804,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Other Chironomidae spp.,2,0.0000282,0.00000382,-4.549421446,-5.417640008,-0.868218563,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Tanytarsus bruchonidae,2,0.0000282,0.0000013,-4.549421446,-5.886651705,-1.337230259,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Corynoneura scutellata,2,0.0000282,0.000000859,-4.549421446,-6.065897139,-1.516475693,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Enchytraidae sp. (spp.?),2,0.0000282,0.00000006,-4.549421446,-7.22184875,-2.672427304,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Acanthocyclops vernalis,2,0.0000282,6.41E-08,-4.549421446,-7.193398829,-2.643977383,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Agabus sturmii,Scapaloberis mucronata,3,0.0000282,3.21E-08,-4.549421446,-7.493000073,-2.943578627,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Lumbriculus variegatus,2,0.0000272,0.000008,-4.565175704,-5.096910013,-0.531734309,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Corixa dentipes,2,0.0000272,0.0000967,-4.565175704,-4.014627423,0.550548281,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Corixa punctata,2,0.0000272,0.0000928,-4.565175704,-4.032546568,0.532629136,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Limnephilus marmoratus,2,0.0000272,0.0000808,-4.565175704,-4.09281337,0.472362334,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Arctocorisa germari,2,0.0000272,0.0000218,-4.565175704,-4.661431959,-0.096256255,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Hesperocorixa sahlbergi,2,0.0000272,0.0000214,-4.565175704,-4.669306258,-0.104130554,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Hesperocorixa linnei,2,0.0000272,0.0000206,-4.565175704,-4.685220876,-0.120045172,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Callicorixa praeusta,2,0.0000272,0.0000199,-4.565175704,-4.70136085,-0.136185146,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Chironomus dorsalis,2,0.0000272,0.0000147,-4.565175704,-4.832133497,-0.266957793,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Sigara semistriata,2,0.0000272,0.0000122,-4.565175704,-4.91533437,-0.350158667,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Holocentropus picicornis,2,0.0000272,0.0000106,-4.565175704,-4.973699675,-0.408523971,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Glyptotendipes pallens,2,0.0000272,0.00000773,-4.565175704,-5.111857588,-0.546681885,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Procladius sagittalis,2,0.0000272,0.00000441,-4.565175704,-5.35531725,-0.790141546,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Other Chironomidae spp.,2,0.0000272,0.00000382,-4.565175704,-5.417640008,-0.852464305,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Tanytarsus bruchonidae,2,0.0000272,0.0000013,-4.565175704,-5.886651705,-1.321476001,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Corynoneura scutellata,2,0.0000272,0.000000859,-4.565175704,-6.065897139,-1.500721435,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Acanthocyclops vernalis,3,0.0000272,6.41E-08,-4.565175704,-7.193398829,-2.628223125,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Scapaloberis mucronata,3,0.0000272,3.21E-08,-4.565175704,-7.493000073,-2.927824369,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Argyroneta aquatica,Chydorus latus,3,0.0000272,5.85E-09,-4.565175704,-8.232584377,-3.667408674,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Callicorixa praeusta,Chironomus dorsalis,2,0.0000199,0.0000147,-4.70136085,-4.832133497,-0.130772647,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Callicorixa praeusta,Glyptotendipes pallens,2,0.0000199,0.00000773,-4.70136085,-5.111857588,-0.410496739,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Callicorixa praeusta,Procladius sagittalis,2,0.0000199,0.00000441,-4.70136085,-5.35531725,-0.6539564,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Callicorixa praeusta,Other Chironomidae spp.,2,0.0000199,0.00000382,-4.70136085,-5.417640008,-0.716279158,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Callicorixa praeusta,Tanytarsus bruchonidae,2,0.0000199,0.0000013,-4.70136085,-5.886651705,-1.185290855,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Callicorixa praeusta,Corynoneura scutellata,2,0.0000199,0.000000859,-4.70136085,-6.065897139,-1.364536289,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Aeshna juncea,2,0.000501922,0.000270283,-3.299363768,-3.568181269,-0.268817501,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Lumbriculus variegatus,2,0.000501922,0.000008,-3.299363768,-5.096910013,-1.797546245,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Notonecta glauca,2,0.000501922,0.000143956,-3.299363768,-3.841770229,-0.542406461,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Corixa dentipes,2,0.000501922,0.0000967,-3.299363768,-4.014627423,-0.715263655,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Corixa punctata,2,0.000501922,0.0000928,-3.299363768,-4.032546568,-0.7331828,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Sympetrum scoticum,2,0.000501922,0.0000843,-3.299363768,-4.07392727,-0.774563502,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Limnephilus marmoratus,2,0.000501922,0.0000808,-3.299363768,-4.09281337,-0.793449601,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Lestes sponsa,2,0.000501922,0.0000781,-3.299363768,-4.107186623,-0.807822854,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Illybius fuliginosus,2,0.000501922,0.000065,-3.299363768,-4.187068604,-0.887704836,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Agabus bipustulatus,2,0.000501922,0.0000612,-3.299363768,-4.213227289,-0.913863521,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Sialis lutaria,2,0.000501922,0.0000525,-3.299363768,-4.27969761,-0.980333842,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Agabus sturmii,2,0.000501922,0.0000282,-3.299363768,-4.549421446,-1.250057678,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Arctocorisa germari,2,0.000501922,0.0000218,-3.299363768,-4.661431959,-1.362068191,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Hesperocorixa sahlbergi,2,0.000501922,0.0000214,-3.299363768,-4.669306258,-1.36994249,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Hesperocorixa linnei,2,0.000501922,0.0000206,-3.299363768,-4.685220876,-1.385857108,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Callicorixa praeusta,2,0.000501922,0.0000199,-3.299363768,-4.70136085,-1.401997082,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Chironomus dorsalis,2,0.000501922,0.0000147,-3.299363768,-4.832133497,-1.532769729,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Sigara semistriata,2,0.000501922,0.0000122,-3.299363768,-4.91533437,-1.615970602,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Holocentropus picicornis,2,0.000501922,0.0000106,-3.299363768,-4.973699675,-1.674335906,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Glyptotendipes pallens,2,0.000501922,0.00000773,-3.299363768,-5.111857588,-1.81249382,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Enallagma cyathigerum,2,0.000501922,0.00000728,-3.299363768,-5.137799425,-1.838435657,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Hydroporus erythrocephalus,2,0.000501922,0.00000474,-3.299363768,-5.323985335,-2.024621566,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Procladius sagittalis,2,0.000501922,0.00000441,-3.299363768,-5.35531725,-2.055953482,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Other Chironomidae spp.,2,0.000501922,0.00000382,-3.299363768,-5.417640008,-2.11827624,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Tanytarsus bruchonidae,2,0.000501922,0.0000013,-3.299363768,-5.886651705,-2.587287936,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Dytiscus marginalis,Corynoneura scutellata,2,0.000501922,0.000000859,-3.299363768,-6.065897139,-2.766533371,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Lumbriculus variegatus,2,0.00000728,0.000008,-5.137799425,-5.096910013,0.040889412,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Corixa dentipes,2,0.00000728,0.0000967,-5.137799425,-4.014627423,1.123172002,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Corixa punctata,2,0.00000728,0.0000928,-5.137799425,-4.032546568,1.105252857,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Sialis lutaria,2,0.00000728,0.0000525,-5.137799425,-4.27969761,0.858101816,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Arctocorisa germari,2,0.00000728,0.0000218,-5.137799425,-4.661431959,0.476367467,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Hesperocorixa sahlbergi,2,0.00000728,0.0000214,-5.137799425,-4.669306258,0.468493168,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Hesperocorixa linnei,2,0.00000728,0.0000206,-5.137799425,-4.685220876,0.452578549,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Callicorixa praeusta,2,0.00000728,0.0000199,-5.137799425,-4.70136085,0.436438575,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Chironomus dorsalis,2,0.00000728,0.0000147,-5.137799425,-4.832133497,0.305665928,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Sigara semistriata,2,0.00000728,0.0000122,-5.137799425,-4.91533437,0.222465055,{Warren  1989 #6618;Brose  2005 #2437}
Skipwith pond,Aquatic (freshwater),Large acidic pond  North Yorkshire  UK,Enallagma cyathigerum,Glyptotendipes pallens,2,0.00000728,0.00000773,-5.137799425,-5.111857588,0.025941837,{Warren  1989 #6618;Brose  2005 #2437}
